Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Price_euros,SSD,HDD,Hybrid,Flash_Storage,Cpu_brand,Cpu_speed,price_per_inch
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.56,1049.0,256,0,0,0,Intel Core i7 8550U,1.8,67.24358974358975
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,447.0,0,500,0,0,Intel Core i3 6006U,2.2,28.65384615384616
Asus,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Windows 10,2.03,403.0,0,1024,0,0,AMD A9-Series 9420,3.0,25.83333333333333
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,4,Nvidia GeForce MX150,Windows 10,3.0,805.0,256,0,0,0,Intel Core i5 8250U,1.6,46.531791907514446
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 520,Windows 10,2.13,728.0,256,0,0,0,Intel Core i5 8250U,1.6,46.66666666666666
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1079.0,256,0,0,0,Intel Core i7 7700HQ,2.8,69.16666666666667
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,2.1,348.0,0,1024,0,0,Intel Celeron Dual Core N3350,1.1,22.307692307692307
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.4,1799.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,115.32051282051282
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Windows 10,2.1,363.51,0,1024,0,0,Intel Pentium Quad Core N4200,1.1,23.30192307692308
Dell,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,128,1024,0,0,Intel Core i7 7700HQ,2.8,67.98012820512821
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,8,Nvidia GeForce MX150,Windows 10,3.0,854.0,256,0,0,0,Intel Core i5 8250U,1.6,49.36416184971098
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,4,Intel UHD Graphics 620,Windows 10,1.49,754.0,0,500,0,0,Intel Core i5 8250U,1.6,56.691729323308266
Huawei,Ultrabook,13.0,IPS Panel Full HD 2160x1440,8,Intel HD Graphics 620,Windows 10,1.05,1349.0,256,0,0,0,Intel Core i5 7200U,2.5,103.76923076923076
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6,AMD Radeon 520,Windows 10,2.71,699.0,0,2048,0,0,Intel Core i5 7200U,2.5,40.40462427745665
Lenovo,Notebook,15.6,1366x768,4,AMD Radeon R4 Graphics,No OS,2.2,309.0,0,500,0,0,AMD A6-Series 9220,2.9,19.807692307692307
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.0,489.0,0,500,0,0,Intel Core i3 7100U,2.4,31.346153846153847
HP,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.5,923.0,256,0,0,0,Intel Core i5 8250U,1.6,53.35260115606936
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.3,459.0,0,1024,0,0,Intel Core i3 7100U,2.4,29.423076923076923
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,449.0,128,0,0,0,Intel Core i3 6006U,2.0,28.78205128205128
MSI,Gaming,18.4,Full HD 1920x1080,32,Nvidia GTX 980 SLI,Windows 10,4.4,2799.0,512,1024,0,0,Intel Core i7 6920HQ,2.9,152.1195652173913
Lenovo,Notebook,15.6,Full HD 1920x1080,8,AMD R17M-M1-70,Windows 10,1.9,813.0,128,1024,0,0,Intel Core i5 7200U,2.5,52.11538461538461
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8,Intel UHD Graphics 620,Windows 10,1.29,1499.0,256,0,0,0,Intel Core i5 8250U,1.6,112.70676691729322
Dell,Notebook,15.6,Full HD 1920x1080,16,AMD Radeon 530,Linux,2.02,1049.0,256,2048,0,0,Intel Core i7 8550U,1.8,67.24358974358975
Dell,Ultrabook,13.3,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.23,1399.0,256,0,0,0,Intel Core i5 8250U,1.6,105.18796992481202
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16,Intel UHD Graphics 620,Windows 10,1.4,1849.0,512,0,0,0,Intel Core i7 8550U,1.8,133.02158273381295
Toshiba,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.0,793.0,128,0,0,0,Intel Core i5 7200U,2.5,50.833333333333336
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce MX150,No OS,1.95,1199.0,256,0,0,0,Intel Core i5 8250U,1.6,76.85897435897436
Dell,Notebook,17.3,Full HD / Touchscreen 1920x1080,16,Nvidia GeForce 150MX,Windows 10,2.77,1549.0,512,0,0,0,Intel Core i7 8550U,1.8,89.53757225433526
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,512,0,0,0,Intel Core i7 7700HQ,2.8,153.65384615384616
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050,No OS,2.4,779.0,256,0,0,0,Intel Core i5 7300HQ,2.5,49.93589743589744
Acer,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 615,Windows 10,1.12,989.0,256,0,0,0,Intel Core i5 7Y54,1.2,74.36090225563909
Dell,Notebook,17.3,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.8,1085.0,128,1024,0,0,Intel Core i7 8550U,1.8,62.71676300578034
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,16,Intel HD Graphics 620,Windows 10,1.42,2824.0,1024,0,0,0,Intel Core i7 7500U,2.7,201.7142857142857
Vero,Notebook,14.0,IPS Panel Full HD 1920x1080,4,Intel HD Graphics 500,Windows 10,1.3,260.0,0,0,0,32,Intel Celeron Dual Core N3350,1.1,18.571428571428573
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8,Nvidia GeForce MX150,No OS,1.3,999.9,256,0,0,0,Intel Core i5 7200U,2.5,75.18045112781954
Lenovo,Notebook,17.3,1600x900,8,Nvidia GeForce MX150,No OS,2.8,698.0,256,0,0,0,Intel Core i5 8250U,1.6,40.34682080924856
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.62,839.0,0,1024,0,0,Intel Core i7 8550U,1.8,63.08270676691729
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.5,914.0,0,1024,0,0,Intel Core i5 8250U,1.6,52.83236994219653
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,32,Nvidia GeForce GTX 1080,Windows 10,3.49,6099.0,1024,0,0,0,Intel Core i7 7820HK,2.9,352.5433526011561
HP,Notebook,13.3,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.49,959.0,512,0,0,0,Intel Core i5 8250U,1.6,72.10526315789474
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,3.35,1379.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,79.71098265895954
HP,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 930MX ,Windows 10,2.5,1045.0,256,0,0,0,Intel Core i7 8550U,1.8,60.40462427745665
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,16,Nvidia GeForce GTX 1060,Windows 10,2.65,1845.0,512,1024,0,0,Intel Core i7 7700HQ,2.8,118.26923076923076
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,493.0,128,0,0,0,Intel Core i5 6200U,2.3,31.602564102564106
Acer,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.23,742.0,0,1024,0,0,Intel Core i7 7500U,2.7,47.56410256410256
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,512,1024,0,0,Intel Core i7 7700HQ,2.8,112.1153846153846
Dell,Workstation,15.6,4K Ultra HD 3840x2160,16,Nvidia Quadro M1200,Windows 10,2.8,3055.0,256,1024,0,0,Intel Xeon E3-1505M V6,3.0,195.8333333333333
Lenovo,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1060,No OS,2.4,1398.0,512,0,0,0,Intel Core i7 7700HQ,2.8,89.61538461538461
Dell,Notebook,15.6,Touchscreen 1366x768,6,Intel HD Graphics 620,Windows 10,2.3,439.0,0,1024,0,0,Intel Core i3 7100U,2.4,28.14102564102564
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8,Intel UHD Graphics 620,Windows 10,1.21,1949.0,256,0,0,0,Intel Core i7 8550U,1.8,146.54135338345864
Dell,Ultrabook,13.3,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.2,1449.0,256,0,0,0,Intel Core i7 8550U,1.8,108.94736842105264
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.2,597.0,256,0,0,0,Intel Core i5 7200U,2.5,38.26923076923077
Acer,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Linux,2.4,779.0,0,1024,0,0,Intel Core i7 7700HQ,2.8,49.93589743589744
Asus,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.9,1407.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,81.32947976878613
HP,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,No OS,2.1,349.0,0,500,0,0,Intel Core i3 6006U,2.0,22.371794871794872
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,No OS,2.2,549.0,256,0,0,0,Intel Core i5 7200U,2.5,35.19230769230769
Huawei,Ultrabook,13.0,IPS Panel Full HD 2160x1440,8,Intel HD Graphics 620,Windows 10,1.05,1499.0,512,0,0,0,Intel Core i7 7500U,2.7,115.3076923076923
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8,AMD Radeon 530,Windows 10,1.4,931.88,256,0,0,0,Intel Core i7 8550U,1.8,70.06616541353382
Lenovo,Notebook,17.3,1600x900,8,Nvidia GeForce GTX 940MX,No OS,2.8,589.0,0,1024,0,0,Intel Core i5 7200U,2.5,34.04624277456647
HP,Notebook,14.0,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.63,1031.0,256,0,0,0,Intel Core i7 8550U,1.8,73.64285714285714
Dell,Ultrabook,14.0,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.6,1149.0,256,0,0,0,Intel Core i5 8250U,1.6,82.07142857142857
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,16,Intel UHD Graphics 620,Windows 10,1.62,1279.0,512,0,0,0,Intel Core i7 8550U,1.8,96.16541353383458
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 520,Linux,2.2,677.35,256,0,0,0,Intel Core i5 8250U,1.6,43.4198717948718
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.74,899.0,256,0,0,0,Intel Core i5 8250U,1.6,64.21428571428571
Toshiba,Ultrabook,13.3,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.2,1363.0,256,0,0,0,Intel Core i7 6500U,2.5,102.4812030075188
HP,Notebook,15.6,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,2.1,794.0,0,1024,0,0,Intel Core i5 8250U,1.6,50.8974358974359
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,4.42,2456.34,256,1024,0,0,Intel Core i7 7700HQ,2.8,141.9849710982659
Acer,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.2,832.0,256,0,0,0,Intel Core i7 7500U,2.7,53.333333333333336
Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,16,AMD Radeon R7 M445,Windows 10,2.3,859.01,0,1024,0,0,Intel Core i7 7500U,2.7,55.06474358974359
Asus,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 920MX ,Windows 10,2.0,769.0,256,0,0,0,Intel Core i5 7200U,2.5,49.2948717948718
Asus,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 950M,Windows 10,2.69,891.0,256,500,0,0,Intel Core i5 7200U,2.5,51.5028901734104
HP,Notebook,15.6,Full HD 1920x1080,8,AMD FirePro W4190M ,Windows 10,1.9,1269.0,0,1024,0,0,Intel Core i7 7500U,2.7,81.34615384615385
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.37,398.99,0,1024,0,0,Intel Core i3 7100U,2.4,25.576282051282053
HP,Notebook,15.6,1366x768,4,AMD Radeon R2,Windows 10,2.1,330.0,0,500,0,0,AMD E-Series 9000e,1.5,21.15384615384616
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1499.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,96.0897435897436
Dell,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.6,859.0,256,0,0,0,Intel Core i5 7200U,2.5,61.35714285714285
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 520,Windows 10,1.6,689.0,256,0,0,0,Intel Core i5 6200U,2.3,51.80451127819549
Dell,Notebook,15.6,Full HD 1920x1080,16,AMD Radeon R7 M445,Linux,2.36,899.0,256,0,0,0,Intel Core i7 7500U,2.7,57.62820512820513
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.1,390.0,0,1024,0,0,Intel Core i3 6006U,2.0,25.0
Asus,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon R5 M430,Windows 10,2.2,575.0,128,1024,0,0,AMD A10-Series A10-9620P,2.5,36.85897435897436
Asus,Gaming,17.3,Full HD 1920x1080,32,Nvidia GeForce GTX 1080,Windows 10,4.7,3890.0,512,1024,0,0,Intel Core i7 7820HK,2.9,224.8554913294797
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.5,846.0,256,0,0,0,Intel Core i5 7300HQ,2.5,54.23076923076923
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.2,589.0,128,0,0,0,Intel Core i3 6006U,2.0,37.756410256410255
Asus,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 150MX,Windows 10,2.1,1145.0,128,1024,0,0,Intel Core i7 8550U,1.8,66.18497109826589
Asus,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 950M,No OS,2.69,889.0,128,1024,0,0,Intel Core i7 7500U,2.7,51.387283236994215
Dell,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.56,879.0,256,0,0,0,Intel Core i5 7300HQ,2.5,56.34615384615385
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.38,1079.0,256,0,0,0,Intel Core i7 7500U,2.7,77.62589928057554
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.2,985.0,128,2048,0,0,Intel Core i7 8550U,1.8,63.14102564102564
HP,Notebook,15.6,Touchscreen 1366x768,8,Intel HD Graphics 620,Windows 10,2.04,559.0,0,1024,0,0,Intel Core i5 7200U,2.5,35.833333333333336
Asus,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1080,Windows 10,3.6,2999.0,256,0,0,0,Intel Core i7 7820HK,2.9,173.35260115606937
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,4,Intel UHD Graphics 620,Windows 10,1.49,675.0,0,500,0,0,Intel Core i5 8250U,1.6,50.751879699248114
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,8,Intel Iris Plus Graphics 650,macOS,1.37,2040.0,512,0,0,0,Intel Core i5,3.1,153.38345864661653
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,2.08,819.0,0,1024,0,0,Intel Core i7 8550U,1.8,52.5
Asus,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.3,1799.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,103.98843930635836
Asus,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Windows 10,1.68,469.0,0,1024,0,0,AMD A9-Series 9420,3.0,30.06410256410257
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.37,1849.0,512,0,0,0,Intel Core i7 8550U,1.8,133.02158273381295
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,4,Nvidia GeForce MX130,Windows 10,3.0,702.0,256,0,0,0,Intel Core i3 7130U,2.7,40.578034682080926
Dell,Ultrabook,13.3,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.41,949.0,256,0,0,0,Intel Core i5 8250U,1.6,71.35338345864662
HP,Notebook,15.6,1366x768,8,AMD Radeon R4 Graphics,Windows 10,1.91,445.9,128,0,0,0,AMD A6-Series A6-9220,2.5,28.58333333333333
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce MX150,Windows 10,2.9,1059.0,0,1024,0,0,Intel Core i7 8550U,1.8,61.21387283236994
MSI,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.14,2499.0,512,1024,0,0,Intel Core i7 7700HQ,2.8,144.4508670520231
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8,Nvidia GeForce GTX 1050M,Windows 10,2.0,1699.0,512,0,0,0,Intel Core i7 7700HQ,2.8,108.9102564102564
Dell,Notebook,17.3,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.8,1142.0,128,1024,0,0,Intel Core i7 8550U,1.8,66.01156069364161
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,No OS,2.2,444.0,256,0,0,0,Intel Core i3 6006U,2.0,28.461538461538463
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,2.1,722.0,0,500,0,0,Intel Core i5 8250U,1.6,46.282051282051285
Dell,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,2.18,657.0,0,1024,0,0,Intel Core i5 7200U,2.5,42.11538461538461
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon R5 M430,Windows 10,2.24,565.0,0,1024,0,0,Intel Core i5 7200U,2.5,36.21794871794872
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,2.67,799.0,256,0,0,0,Intel Core i5 8250U,1.6,51.21794871794872
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.1,1499.0,1024,0,0,0,Intel Core i7 8550U,1.8,112.70676691729322
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,No OS,2.2,467.0,0,1024,0,0,Intel Core i5 7200U,2.5,29.93589743589744
HP,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 930MX ,Windows 10,2.5,1018.0,0,1024,0,0,Intel Core i7 8550U,1.8,58.84393063583815
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,2.05,880.0,256,0,0,0,Intel Core i7 8550U,1.8,56.41025641025641
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,8,Intel Iris Graphics 550,macOS,1.37,1958.9,512,0,0,0,Intel Core i5,2.9,147.28571428571428
Asus,Gaming,17.3,Full HD 1920x1080,16,AMD Radeon RX 580,Windows 10,3.2,1549.0,256,1024,0,0,AMD Ryzen 1700,3.0,89.53757225433526
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 520,Linux,2.14,735.07,256,0,0,0,Intel Core i7 8550U,1.8,47.1198717948718
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,16,Intel HD Graphics 520,Windows 10,1.36,2499.0,512,0,0,0,Intel Core i7 6600U,2.6,178.5
Toshiba,Notebook,15.6,1366x768,8,Nvidia GeForce 930M,Windows 10,2.2,812.0,0,500,0,0,Intel Core i7 6500U,2.5,52.05128205128205
Dell,Notebook,15.6,1366x768,12,Intel HD Graphics 620,Windows 10,2.3,713.07,0,1024,0,0,Intel Core i7 7500U,2.7,45.70961538461539
Dell,Notebook,17.3,Full HD 1920x1080,8,AMD Radeon 530,Linux,2.8,1099.0,128,1024,0,0,Intel Core i7 8550U,1.8,63.52601156069364
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce MX130,Windows 10,2.2,745.0,0,1024,0,0,Intel Core i7 8550U,1.8,47.756410256410255
Lenovo,Notebook,17.3,1600x900,4,Intel HD Graphics 520,Windows 10,2.8,489.0,0,1024,0,0,Intel Core i3 6006U,2.0,28.265895953757223
Lenovo,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce MX150,No OS,2.8,849.0,0,2048,0,0,Intel Core i7 8550U,1.8,49.07514450867052
Lenovo,Notebook,17.3,1600x900,6,Nvidia GeForce 940MX,Windows 10,2.8,859.0,128,1024,0,0,Intel Core i7 7500U,2.7,49.653179190751445
Dell,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon R5 M430,Linux,2.25,428.0,0,1024,0,0,Intel Core i3 6006U,2.0,27.43589743589744
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.5,829.0,256,0,0,0,Intel Core i5 7300HQ,2.5,53.14102564102564
Lenovo,Notebook,15.6,Full HD 1920x1080,6,Intel HD Graphics 620,Windows 10,2.2,579.0,256,0,0,0,Intel Core i5 7200U,2.5,37.11538461538461
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce MX150,Windows 10,3.0,951.0,256,0,0,0,Intel Core i7 8550U,1.8,60.96153846153846
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,12,Intel HD Graphics 620,Windows 10,2.15,659.0,0,1024,0,0,Intel Core i7 7500U,2.7,42.24358974358975
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 630,Windows 10,1.95,1097.0,256,0,0,0,Intel Core i7 7500U,2.7,70.32051282051282
Asus,Ultrabook,15.6,Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,1.7,977.0,256,0,0,0,Intel Core i5 7200U,2.5,62.62820512820513
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1179.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,75.57692307692308
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 940MX,No OS,2.2,659.01,0,1024,0,0,Intel Core i7 7500U,2.7,42.24423076923077
Acer,Notebook,15.6,1366x768,2,Intel HD Graphics,Chrome OS,2.19,199.0,16,0,0,0,Intel Celeron Dual Core 3205U,1.5,12.756410256410255
Asus,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1187.0,0,1024,0,0,Intel Core i7 7700HQ,2.8,68.61271676300578
HP,Notebook,17.3,1600x900,8,Intel HD Graphics 520,Windows 10,2.54,489.0,0,1024,0,0,Intel Core i3 6006U,2.0,28.265895953757223
Dell,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.0,1829.0,256,0,0,0,Intel Core i7 7700HQ,2.8,117.24358974358977
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,2.05,739.0,256,0,0,0,Intel Core i5 8250U,1.6,47.37179487179488
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,3.2,1299.0,0,1024,0,0,Intel Core i7 7700HQ,2.8,83.26923076923077
Acer,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050 Ti,Linux,2.5,979.0,256,0,0,0,Intel Core i7 7700HQ,2.8,62.756410256410255
Dell,Workstation,17.3,Full HD 1920x1080,16,Nvidia Quadro M1200,Windows 10,3.42,2884.86,256,0,0,0,Intel Core i7 7820HQ,2.9,166.7549132947977
Lenovo,Notebook,15.6,Full HD 1920x1080,6,AMD Radeon R5 430,Windows 10,2.4,499.0,0,1024,0,0,AMD A10-Series 9600P,2.4,31.98717948717949
Asus,Ultrabook,15.6,Full HD 1920x1080,16,Nvidia GeForce 940MX,Windows 10,1.63,1468.0,512,0,0,0,Intel Core i7 7500U,2.7,94.1025641025641
Asus,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.3,509.0,128,0,0,0,Intel Core i3 7100U,2.4,36.35714285714285
Asus,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2122.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,122.65895953757224
Lenovo,Notebook,17.3,1600x900,6,Nvidia GeForce GTX 940M,Windows 10,2.8,649.0,0,1024,0,0,Intel Core i5 7200U,2.5,37.51445086705202
Lenovo,Notebook,15.6,1366x768,8,Nvidia GeForce 940MX,No OS,2.2,549.0,0,2048,0,0,Intel Core i5 7200U,2.5,35.19230769230769
Asus,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1265.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,81.08974358974359
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 505,No OS,2.2,359.99,0,1024,0,0,Intel Pentium Quad Core N4200,1.1,23.076282051282053
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,16,Intel HD Graphics 620,Windows 10,1.28,1975.0,256,0,0,0,Intel Core i7 7600U,2.8,148.49624060150376
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 930M,Windows 10,2.2,1043.0,256,0,0,0,Intel Core i7 6500U,2.5,66.85897435897436
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.3,819.0,128,1024,0,0,Intel Core i5 7200U,2.5,52.5
HP,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,1.86,469.0,0,1024,0,0,Intel Core i3 6006U,2.0,30.06410256410257
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.1,999.0,256,0,0,0,Intel Core i5 7200U,2.5,75.11278195488721
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16,Intel UHD Graphics 620,Windows 10,1.21,2499.0,1024,0,0,0,Intel Core i7 8550U,1.8,187.8947368421053
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.8,2099.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,134.55128205128204
